artist,song,section,url,chord_progression
Disasterpeace,FEZ - Home,Verse,http://www.hooktheory.com/theorytab/view/disasterpeace/fez---home#verse,"1,5,4,1"
Rush,Working Man,Chorus,http://www.hooktheory.com/theorytab/view/rush/working-man#chorus,"1,5,4,1"
Steve Miller Band,Take The Money and Run,Verse,http://www.hooktheory.com/theorytab/view/steve-miller-band/take-the-money-and-run#verse,"1,5,4,1"
They Might Be Giants,Nightgown of the Sullen Moon,Verse,http://www.hooktheory.com/theorytab/view/they-might-be-giants/nightgown-of-the-sullen-moon#verse,"1,5,4,1"
Sum 41,In Too Deep,Chorus,http://www.hooktheory.com/theorytab/view/sum-41/in-too-deep#chorus,"1,5,4,1"
Animusic,Stick Figures,Chorus,http://www.hooktheory.com/theorytab/view/animusic/stick-figures#chorus,"1,5,4,1"
The Decemberists,16 Military Wives,Chorus,http://www.hooktheory.com/theorytab/view/the-decemberists/16-military-wives#chorus,"1,5,4,1"
Yogscast,Carrot For A Cock,Chorus,http://www.hooktheory.com/theorytab/view/yogscast/carrot-for-a-cock#chorus,"1,5,4,1"
Nicki Minaj feat Skylar Grey,Bed Of Lies,Chorus Lead-Out,http://www.hooktheory.com/theorytab/view/nicki-minaj-feat-skylar-grey/bed-of-lies#chorus-lead-out,"1,5,4,1"
Ayreon,Pain,Chorus,http://www.hooktheory.com/theorytab/view/ayreon/pain#chorus,"1,5,4,1"
Tom Cochrane,Life is a Highway,Chorus,http://www.hooktheory.com/theorytab/view/tom-cochrane/life-is-a-highway#chorus,"1,5,4,1"
Pearl Jam,Yellow Ledbetter,Verse,http://www.hooktheory.com/theorytab/view/pearl-jam/yellow-ledbetter#verse,"1,5,4,1"
George Ezra,Budapest,Chorus,http://www.hooktheory.com/theorytab/view/george-ezra/budapest#chorus,"1,5,4,1"
My Chemical Romance,Teenagers,Chorus,http://www.hooktheory.com/theorytab/view/my-chemical-romance/teenagers#chorus,"1,5,4,1"
Ziggy Marley,Love is My Religion,Chorus,http://www.hooktheory.com/theorytab/view/ziggy-marley/love-is-my-religion#chorus,"1,5,4,1"
Vertical Horizon,I'm Still Here,Chorus,http://www.hooktheory.com/theorytab/view/vertical-horizon/im-still-here#chorus,"1,5,4,1"
Rend Collective,Movements,Verse,http://www.hooktheory.com/theorytab/view/rend-collective/movements#verse,"1,5,4,1"
Jonathan Coulton,Code Monkey,Verse,http://www.hooktheory.com/theorytab/view/jonathan-coulton/code-monkey#verse,"1,5,4,1"
Taylor Swift,Mean,Chorus,http://www.hooktheory.com/theorytab/view/taylor-swift/mean#chorus,"1,5,4,1"
Mia,Paper Planes,Verse,http://www.hooktheory.com/theorytab/view/mia/paper-planes#verse,"1,5,4,1"
Jordin Sparks,Battlefield,Pre-Chorus,http://www.hooktheory.com/theorytab/view/jordin-sparks/battlefield#pre-chorus,"1,5,4,1"
Paul Simon,Cecelia,Chorus,http://www.hooktheory.com/theorytab/view/paul-simon/cecelia#chorus,"1,5,4,1"
Walk off the Earth,Lightning Bolt,Verse,http://www.hooktheory.com/theorytab/view/walk-off-the-earth/lightning-bolt#verse,"1,5,4,1"
Walk off the Earth,Lightning Bolt,Chorus,http://www.hooktheory.com/theorytab/view/walk-off-the-earth/lightning-bolt#chorus,"1,5,4,1"
Kelly Clarkson,Walk Away,Chorus,http://www.hooktheory.com/theorytab/view/kelly-clarkson/walk-away#chorus,"1,5,4,1"
U2,Original Of The Species,Pre-Chorus,http://www.hooktheory.com/theorytab/view/u2/original-of-the-species#pre-chorus,"1,5,4,1"
DJ Shadow,Scale It Back feat Little Dragon,Chorus,http://www.hooktheory.com/theorytab/view/dj-shadow/scale-it-back-feat-little-dragon#chorus,"1,5,4,1"
Washed Out,New Theory,Chorus,http://www.hooktheory.com/theorytab/view/washed-out/new-theory#chorus,"1,5,4,1"
Carrie Underwood,Good Girl,Chorus,http://www.hooktheory.com/theorytab/view/carrie-underwood/good-girl#chorus,"1,5,4,1"
OMI,Cheerleader,Verse,http://www.hooktheory.com/theorytab/view/omi/cheerleader#verse,"1,5,4,1"
OMI,Cheerleader,Intro,http://www.hooktheory.com/theorytab/view/omi/cheerleader#intro,"1,5,4,1"
Ella Eyre,If I Go,Chorus,http://www.hooktheory.com/theorytab/view/ella-eyre/if-i-go#chorus,"1,5,4,1"
Wiz Khalifa,See You Again ft Charlie Puth,Chorus Lead-Out,http://www.hooktheory.com/theorytab/view/wiz-khalifa/see-you-again-ft-charlie-puth#chorus-lead-out,"1,5,4,1"
The Beach Boys,Barbara Ann,Verse,http://www.hooktheory.com/theorytab/view/the-beach-boys/barbara-ann#verse,"1,5,4,1"
Coldplay,Charlie Brown,Bridge,http://www.hooktheory.com/theorytab/view/coldplay/charlie-brown#bridge,"1,5,4,1"
Lady Gaga,Eh Eh,Verse and Pre-Chorus,http://www.hooktheory.com/theorytab/view/lady-gaga/eh-eh#verse-and-pre-chorus,"1,5,4,1"
The Mighty Mighty Bosstones,The Package Store Petition,Chorus,http://www.hooktheory.com/theorytab/view/the-mighty-mighty-bosstones/the-package-store-petition#chorus,"1,5,4,1"
The Mighty Mighty Bosstones,The Horse Shoe and the Rabbit's Foot,Chorus,http://www.hooktheory.com/theorytab/view/the-mighty-mighty-bosstones/the-horse-shoe-and-the-rabbits-foot#chorus,"1,5,4,1"
The Mighty Mighty Bosstones,The Horse Shoe and the Rabbit's Foot,Verse and Pre-Chorus,http://www.hooktheory.com/theorytab/view/the-mighty-mighty-bosstones/the-horse-shoe-and-the-rabbits-foot#verse-and-pre-chorus,"1,5,4,1"
Hank Green,Mother Pheasant Plucker,Chorus,http://www.hooktheory.com/theorytab/view/hank-green/mother-pheasant-plucker#chorus,"1,5,4,1"
Radical Face,Welcome Home,Pre-Outro,http://www.hooktheory.com/theorytab/view/radical-face/welcome-home#pre-outro,"1,5,4,1"
Parade Of Lights,Feeling Electric,Intro,http://www.hooktheory.com/theorytab/view/parade-of-lights/feeling-electric#intro,"1,5,4,1"
Robbie Williams,Feel,Chorus,http://www.hooktheory.com/theorytab/view/robbie-williams/feel#chorus,"1,5,4,1"
Kodaline,One Day,Intro,http://www.hooktheory.com/theorytab/view/kodaline/one-day#intro,"1,5,4,1"
Alison Krauss,Down To The River To Pray,Verse,http://www.hooktheory.com/theorytab/view/alison-krauss/down-to-the-river-to-pray#verse,"1,5,4,1"
Miley Cyrus,See You Again,Chorus,http://www.hooktheory.com/theorytab/view/miley-cyrus/see-you-again#chorus,"1,5,4,1"
Catch 22,Keasbey Nights,Intro,http://www.hooktheory.com/theorytab/view/catch-22/keasbey-nights#intro,"1,5,4,1"
The Mighty Mighty Bosstones,The One With The Woes All Over It,Chorus,http://www.hooktheory.com/theorytab/view/the-mighty-mighty-bosstones/the-one-with-the-woes-all-over-it#chorus,"1,5,4,1"
Mayday Parade,Oh Well Oh Well,Verse,http://www.hooktheory.com/theorytab/view/mayday-parade/oh-well-oh-well#verse,"1,5,4,1"
The Mighty Mighty Bosstones,Don't Worry Desmond Dekker,Chorus,http://www.hooktheory.com/theorytab/view/the-mighty-mighty-bosstones/dont-worry-desmond-dekker#chorus,"1,5,4,1"
Sum 41,Heart Attack,Intro and Verse,http://www.hooktheory.com/theorytab/view/sum-41/heart-attack#intro-and-verse,"1,5,4,1"
Sum 41,Heart Attack,Chorus,http://www.hooktheory.com/theorytab/view/sum-41/heart-attack#chorus,"1,5,4,1"
Electric Light Orchestra,Do Ya,Intro and Verse,http://www.hooktheory.com/theorytab/view/electric-light-orchestra/do-ya#intro-and-verse,"1,5,4,1"
Shawn Mendes,Believe,Chorus,http://www.hooktheory.com/theorytab/view/shawn-mendes/believe#chorus,"1,5,4,1"
The Mighty Mighty Bosstones,Sugar Free,Chorus,http://www.hooktheory.com/theorytab/view/the-mighty-mighty-bosstones/sugar-free#chorus,"1,5,4,1"
The Mighty Mighty Bosstones,Sugar Free,Intro,http://www.hooktheory.com/theorytab/view/the-mighty-mighty-bosstones/sugar-free#intro,"1,5,4,1"
Animusic,Harmonic Voltage,Chorus,http://www.hooktheory.com/theorytab/view/animusic/harmonic-voltage#chorus,"1,5,4,1"
The Mighty Mighty Bosstones,Bad News and Bad Breaks,Chorus,http://www.hooktheory.com/theorytab/view/the-mighty-mighty-bosstones/bad-news-and-bad-breaks#chorus,"1,5,4,1"
Sum 41,No Reason,Chorus,http://www.hooktheory.com/theorytab/view/sum-41/no-reason#chorus,"1,5,4,1"
Lonestar,Don't Let's Talk About Lisa,Verse,http://www.hooktheory.com/theorytab/view/lonestar/dont-lets-talk-about-lisa#verse,"1,5,4,1"
Less Than Jake,History Of A Boring Town,Verse and Pre-Chorus,http://www.hooktheory.com/theorytab/view/less-than-jake/history-of-a-boring-town#verse-and-pre-chorus,"1,5,4,1"
Cloud Nothings,Quieter Today,Chorus,http://www.hooktheory.com/theorytab/view/cloud-nothings/quieter-today#chorus,"1,5,4,1"
They Might Be Giants,Everything Right Is Wrong Again,Verse,http://www.hooktheory.com/theorytab/view/they-might-be-giants/everything-right-is-wrong-again#verse,"1,5,4,1"
Rhythm Heaven Fever,Catch of the Day,Verse,http://www.hooktheory.com/theorytab/view/rhythm-heaven-fever/catch-of-the-day#verse,"1,5,4,1"
Good Charlotte,The Anthem,Intro,http://www.hooktheory.com/theorytab/view/good-charlotte/the-anthem#intro,"1,5,4,1"
Bruce Hornsby and the Range,Mandolin Rain,Chorus,http://www.hooktheory.com/theorytab/view/bruce-hornsby-and-the-range/mandolin-rain#chorus,"1,5,4,1"
Joni Mitchell,Morning Morgantown,Chorus,http://www.hooktheory.com/theorytab/view/joni-mitchell/morning-morgantown#chorus,"1,5,4,1"
The Griswolds,Beware The Dog,Chorus,http://www.hooktheory.com/theorytab/view/the-griswolds/beware-the-dog#chorus,"1,5,4,1"
Wavves,Way Too Much,Bridge,http://www.hooktheory.com/theorytab/view/wavves/way-too-much#bridge,"1,5,4,1"
Wavves,Nine is God,Verse,http://www.hooktheory.com/theorytab/view/wavves/nine-is-god#verse,"1,5,4,1"
Kenta Kiritani,Umi no Koe,Chorus,http://www.hooktheory.com/theorytab/view/kenta-kiritani/umi-no-koe#chorus,"1,5,4,1"
Moby with Wayne Coyne,The Perfect Life,Intro and Verse,http://www.hooktheory.com/theorytab/view/moby-with-wayne-coyne/the-perfect-life#intro-and-verse,"1,5,4,1"
Moby with Wayne Coyne,The Perfect Life,Chorus,http://www.hooktheory.com/theorytab/view/moby-with-wayne-coyne/the-perfect-life#chorus,"1,5,4,1"
Michelle Branch,Everywhere,Chorus,http://www.hooktheory.com/theorytab/view/michelle-branch/everywhere#chorus,"1,5,4,1"
Green Day,No One Knows,Chorus,http://www.hooktheory.com/theorytab/view/green-day/no-one-knows#chorus,"1,5,4,1"
George Ezra,Song 6,Intro and Verse,http://www.hooktheory.com/theorytab/view/george-ezra/song-6#intro-and-verse,"1,5,4,1"
George Ezra,Song 6,Pre-Chorus and Chorus,http://www.hooktheory.com/theorytab/view/george-ezra/song-6#pre-chorus-and-chorus,"1,5,4,1"
Animation Domination High-Def,The Singularity Song,Chorus,http://www.hooktheory.com/theorytab/view/animation-domination-high-def/the-singularity-song#chorus,"1,5,4,1"
The Weeknd,The Party and The After Party,Intro and Verse,http://www.hooktheory.com/theorytab/view/the-weeknd/the-party-and-the-after-party#intro-and-verse,"1,5,4,1"
David Wise,Donkey Kong Bonus,Verse,http://www.hooktheory.com/theorytab/view/david-wise/donkey-kong-bonus#verse,"1,5,4,1"
Pr3,Overlooked Memories,Intro,http://www.hooktheory.com/theorytab/view/pr3/overlooked-memories#intro,"1,5,4,1"
Crosby Stills and Nash,Southern Cross,Verse,http://www.hooktheory.com/theorytab/view/crosby-stills-and-nash/southern-cross#verse,"1,5,4,1"
Sammy Hagar,I'll Fall In Love Again,Verse,http://www.hooktheory.com/theorytab/view/sammy-hagar/ill-fall-in-love-again#verse,"1,5,4,1"
Rainbow,Stone Cold,Pre-Chorus,http://www.hooktheory.com/theorytab/view/rainbow/stone-cold#pre-chorus,"1,5,4,1"
Weezer,The Greatest Man That Ever Lived,Solo 1,http://www.hooktheory.com/theorytab/view/weezer/the-greatest-man-that-ever-lived#solo-1,"1,5,4,1"
Justin Timberlake,Mirrors,Intro,http://www.hooktheory.com/theorytab/view/justin-timberlake/mirrors#intro,"1,5,4,1"
ZZ Top,Gimme All Your Lovin,Chorus,http://www.hooktheory.com/theorytab/view/zz-top/gimme-all-your-lovin#chorus,"1,5,4,1"
The Shins,Girl Inform Me,Verse,http://www.hooktheory.com/theorytab/view/the-shins/girl-inform-me#verse,"1,5,4,1"
Rufus Wainwright,Instant Pleasure,Verse,http://www.hooktheory.com/theorytab/view/rufus-wainwright/instant-pleasure#verse,"1,5,4,1"
Lady Gaga,Dance In The Dark,Verse and Pre-Chorus,http://www.hooktheory.com/theorytab/view/lady-gaga/dance-in-the-dark#verse-and-pre-chorus,"1,5,4,1"
Bee Gees,To Love Somebody,Chorus,http://www.hooktheory.com/theorytab/view/bee-gees/to-love-somebody#chorus,"1,5,4,1"
Bloodhound Gang,The Bad Touch,Intro and Verse,http://www.hooktheory.com/theorytab/view/bloodhound-gang/the-bad-touch#intro-and-verse,"1,5,4,6"
Britney Spears,Out From Under,Verse,http://www.hooktheory.com/theorytab/view/britney-spears/out-from-under#verse,"1,5,4,6"
Dire Straits,Sultans of Swing,Chorus,http://www.hooktheory.com/theorytab/view/dire-straits/sultans-of-swing#chorus,"1,5,4,6"
Pink,Raise Your Glass,Chorus,http://www.hooktheory.com/theorytab/view/pink/raise-your-glass#chorus,"1,5,4,6"
Rihanna,Disturbia,Chorus,http://www.hooktheory.com/theorytab/view/rihanna/disturbia#chorus,"1,5,4,6"
Rihanna,Disturbia,Pre-Chorus,http://www.hooktheory.com/theorytab/view/rihanna/disturbia#pre-chorus,"1,5,4,6"
Avicii,Levels,Intro,http://www.hooktheory.com/theorytab/view/avicii/levels#intro,"1,5,4,6"
Nicki Minaj,Starships,Chorus,http://www.hooktheory.com/theorytab/view/nicki-minaj/starships#chorus,"1,5,4,6"
Nicki Minaj,Starships,Pre-Chorus,http://www.hooktheory.com/theorytab/view/nicki-minaj/starships#pre-chorus,"1,5,4,6"
Taylor Swift,22,Chorus,http://www.hooktheory.com/theorytab/view/taylor-swift/22#chorus,"1,5,4,6"
Jonas Brothers,Burnin up,Verse,http://www.hooktheory.com/theorytab/view/jonas-brothers/burnin-up#verse,"1,5,4,6"
Jonas Brothers,Burnin up,Chorus,http://www.hooktheory.com/theorytab/view/jonas-brothers/burnin-up#chorus,"1,5,4,6"
Pink,Raise Your Glass,Verse,http://www.hooktheory.com/theorytab/view/pink/raise-your-glass#verse,"1,5,4,6"
Pink,Raise Your Glass,Pre-Chorus,http://www.hooktheory.com/theorytab/view/pink/raise-your-glass#pre-chorus,"1,5,4,6"
James Morrison ft Nelly Furtado,Broken Strings,Chorus,http://www.hooktheory.com/theorytab/view/james-morrison-ft-nelly-furtado/broken-strings#chorus,"1,5,4,6"
The Cars,Just What I Needed,Chorus,http://www.hooktheory.com/theorytab/view/the-cars/just-what-i-needed#chorus,"1,5,4,6"
Skrillex,Cinema Remix,Verse and Pre-Chorus,http://www.hooktheory.com/theorytab/view/skrillex/cinema-remix#verse-and-pre-chorus,"1,5,4,6"
Kelly Clarkson,Behind These Hazel Eyes,Verse and Pre-Chorus,http://www.hooktheory.com/theorytab/view/kelly-clarkson/behind-these-hazel-eyes#verse-and-pre-chorus,"1,5,4,6"
The Begging Sea,All We've Got,Chorus,http://www.hooktheory.com/theorytab/view/the-begging-sea/all-weve-got#chorus,"1,5,4,6"
Nadia Ali,Rapture - Avicii Remix,Chorus,http://www.hooktheory.com/theorytab/view/nadia-ali/rapture---avicii-remix#chorus,"1,5,4,6"
Kurt Vile,KV Crimes,Chorus,http://www.hooktheory.com/theorytab/view/kurt-vile/kv-crimes#chorus,"1,5,4,6"
Citizens,In Tenderness,Intro,http://www.hooktheory.com/theorytab/view/citizens/in-tenderness#intro,"1,5,4,6"
Pitbull,Timber feat Kesha,Chorus Lead-Out,http://www.hooktheory.com/theorytab/view/pitbull/timber-feat-kesha#chorus-lead-out,"1,5,4,6"
Sportfreunde Stiller,Applaus Applaus,Chorus,http://www.hooktheory.com/theorytab/view/sportfreunde-stiller/applaus-applaus#chorus,"1,5,4,6"
OneRepublic,Counting Stars,Verse and Pre-Chorus,http://www.hooktheory.com/theorytab/view/onerepublic/counting-stars#verse-and-pre-chorus,"1,5,4,6"
OneRepublic,Counting Stars,Chorus,http://www.hooktheory.com/theorytab/view/onerepublic/counting-stars#chorus,"1,5,4,6"
Dragonforce,Through the Fire and Flames,Chorus,http://www.hooktheory.com/theorytab/view/dragonforce/through-the-fire-and-flames#chorus,"1,5,4,6"
Lana Del Rey,National Anthem,Chorus,http://www.hooktheory.com/theorytab/view/lana-del-rey/national-anthem#chorus,"1,5,4,6"
Krewella,Enjoy the Ride,Pre-Chorus,http://www.hooktheory.com/theorytab/view/krewella/enjoy-the-ride#pre-chorus,"1,5,4,6"
Krewella,Enjoy the Ride,Chorus,http://www.hooktheory.com/theorytab/view/krewella/enjoy-the-ride#chorus,"1,5,4,6"
Blind Guardian,Harvest of Sorrow,Chorus,http://www.hooktheory.com/theorytab/view/blind-guardian/harvest-of-sorrow#chorus,"1,5,4,6"
Jimi Hendrix,Castles Made of Sand,Verse,http://www.hooktheory.com/theorytab/view/jimi-hendrix/castles-made-of-sand#verse,"1,5,4,6"
Taylor Swift,I Knew You Were Trouble,Bridge,http://www.hooktheory.com/theorytab/view/taylor-swift/i-knew-you-were-trouble#bridge,"1,5,4,6"
Pitbull,Timber Ft Kesha,Chorus,http://www.hooktheory.com/theorytab/view/pitbull/timber-ft-kesha#chorus,"1,5,4,6"
Pitbull feat Kesha,Timber,Chorus,http://www.hooktheory.com/theorytab/view/pitbull-feat-kesha/timber#chorus,"1,5,4,6"
Foo Fighters,My Hero,Chorus,http://www.hooktheory.com/theorytab/view/foo-fighters/my-hero#chorus,"1,5,4,6"
Boards of Canada,Roygbiv,Chorus,http://www.hooktheory.com/theorytab/view/boards-of-canada/roygbiv#chorus,"1,5,4,6"
Lily Allen,Hard Out Here,Pre-Chorus and Chorus,http://www.hooktheory.com/theorytab/view/lily-allen/hard-out-here#pre-chorus-and-chorus,"1,5,4,6"
Sandra,Around My Heart,Verse and Pre-Chorus,http://www.hooktheory.com/theorytab/view/sandra/around-my-heart#verse-and-pre-chorus,"1,5,4,6"
Adrian Lux,Weekend Heroes - Bauer and Lanford Remix,Chorus,http://www.hooktheory.com/theorytab/view/adrian-lux/weekend-heroes---bauer-and-lanford-remix#chorus,"1,5,4,6"
Eric Prydz,Call On Me,Chorus,http://www.hooktheory.com/theorytab/view/eric-prydz/call-on-me#chorus,"1,5,4,6"
Nelly Furtado,All Good Things,Chorus,http://www.hooktheory.com/theorytab/view/nelly-furtado/all-good-things#chorus,"1,5,4,6"
Nelly Furtado,All Good Things,Chorus Lead-Out,http://www.hooktheory.com/theorytab/view/nelly-furtado/all-good-things#chorus-lead-out,"1,5,4,6"
Nelly Furtado,All Good Things,Verse,http://www.hooktheory.com/theorytab/view/nelly-furtado/all-good-things#verse,"1,5,4,6"
Shontelle,Impossible,Chorus,http://www.hooktheory.com/theorytab/view/shontelle/impossible#chorus,"1,5,4,6"
Shontelle,Impossible,Verse,http://www.hooktheory.com/theorytab/view/shontelle/impossible#verse,"1,5,4,6"
Shontelle,Impossible,Pre-Chorus and Chorus,http://www.hooktheory.com/theorytab/view/shontelle/impossible#pre-chorus-and-chorus,"1,5,4,6"
Double Take,Hot Problems,Chorus,http://www.hooktheory.com/theorytab/view/double-take/hot-problems#chorus,"1,5,4,6"
Natasha Bedingfield,Pocketful of Sunshine,Chorus,http://www.hooktheory.com/theorytab/view/natasha-bedingfield/pocketful-of-sunshine#chorus,"1,5,4,6"
John O'Callaghan ft Sarah Howells,Find Yourself,Verse and Pre-Chorus,http://www.hooktheory.com/theorytab/view/john-ocallaghan-ft-sarah-howells/find-yourself#verse-and-pre-chorus,"1,5,4,6"
Ed Sheeran,I See Fire,Verse,http://www.hooktheory.com/theorytab/view/ed-sheeran/i-see-fire#verse,"1,5,4,6"
Felix Cartal feat Ofelia,New Scene - Lucky Date Remix,Verse and Pre-Chorus,http://www.hooktheory.com/theorytab/view/felix-cartal-feat-ofelia/new-scene---lucky-date-remix#verse-and-pre-chorus,"1,5,4,6"
Motooi Sakuraba,The Link,Instrumental,http://www.hooktheory.com/theorytab/view/motooi-sakuraba/the-link#instrumental,"1,5,4,6"
Quinton Barnes,There's No You,Verse,http://www.hooktheory.com/theorytab/view/quinton-barnes/theres-no-you#verse,"1,5,4,6"
Motoi Sakuraba,The Imperial City,Verse,http://www.hooktheory.com/theorytab/view/motoi-sakuraba/the-imperial-city#verse,"1,5,4,6"
Mortal Kombat,Techno Syndrome,Intro,http://www.hooktheory.com/theorytab/view/mortal-kombat/techno-syndrome#intro,"1,5,4,6"
Headspace,The Big Day,Chorus,http://www.hooktheory.com/theorytab/view/headspace/the-big-day#chorus,"1,5,4,6"
Alesso,Sweet Escape,Chorus,http://www.hooktheory.com/theorytab/view/alesso/sweet-escape#chorus,"1,5,4,6"
CRO,Traum,Chorus,http://www.hooktheory.com/theorytab/view/cro/traum#chorus,"1,5,4,6"
Bon Jovi,Always,Chorus,http://www.hooktheory.com/theorytab/view/bon-jovi/always#chorus,"1,5,4,6"
Rise Against,The Good Left Undone,Chorus,http://www.hooktheory.com/theorytab/view/rise-against/the-good-left-undone#chorus,"1,5,4,6"
Gummibar,The Gummy Bear Song,Chorus,http://www.hooktheory.com/theorytab/view/gummibar/the-gummy-bear-song#chorus,"1,5,4,6"
Four Year Strong,Go Down In History,Chorus,http://www.hooktheory.com/theorytab/view/four-year-strong/go-down-in-history#chorus,"1,5,4,6"
